Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link	ADHD_gene	autism_gene	parkinsons_gene	stuttering_gene	tic_gene
ACP2	Acid Phosphatase 2, Lysosomal	Protein Coding	P11117	51	GC11M139449	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP2	True	False	False	False	False
ACP3	Acid Phosphatase 3	Protein Coding	P15309	55	GC03P143221	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP3	False	False	True	False	False
ACP5	Acid Phosphatase 5, Tartrate Resistant	Protein Coding	P13686	59	GC19M011574	7.51367521286011	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP5	False	True	False	False	False
ACP6	Acid Phosphatase 6, Lysophosphatidic	Protein Coding	Q9NPH0	51	GC01M167082	3.73467826843262	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP6	True	True	False	False	False
ACSBG1	Acyl-CoA Synthetase Bubblegum Family Member 1	Protein Coding	Q96GR2	51	GC15M078167	1.6523232460022	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSBG1	True	False	False	False	False
ACSBG2	Acyl-CoA Synthetase Bubblegum Family Member 2	Protein Coding	Q5FVE4	48	GC19P006135	1.6523232460022	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSBG2	True	False	False	False	False
ACSF3	Acyl-CoA Synthetase Family Member 3	Protein Coding	Q4G176	55	GC16P089088	14.0799808502197	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSF3	True	True	True	False	False
ACSL1	Acyl-CoA Synthetase Long Chain Family Member 1	Protein Coding	P33121	59	GC04M184755	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL1	True	False	True	False	False
ACSL4	Acyl-CoA Synthetase Long Chain Family Member 4	Protein Coding	O60488	60	GC0XM109624	3.2149076461792	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL4	True	True	True	False	False
ACSL5	Acyl-CoA Synthetase Long Chain Family Member 5	Protein Coding	Q9ULC5	54	GC10P112374	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL5	False	False	True	False	False
ACSL6	Acyl-CoA Synthetase Long Chain Family Member 6	Protein Coding	Q9UKU0	52	GC05M131949	2.79185962677002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL6	True	True	False	False	False
ACSL6-AS1	ACSL6 Antisense RNA 1	RNA Gene		15	GC05P131986	2.79185962677002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL6-AS1	False	True	False	False	False
ACSM3	Acyl-CoA Synthetase Medium Chain Family Member 3	Protein Coding	Q53FZ2	50	GC16P020610	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSM3	False	False	True	False	False
ACSM6	Acyl-CoA Synthetase Medium Chain Family Member 6	Protein Coding	Q6P461	40	GC10P095194	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSM6	False	False	True	False	False
ACTA1	Actin Alpha 1, Skeletal Muscle	Protein Coding	P68133	61	GC01M230668	4.43130540847778	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA1	True	True	True	False	False
ACTA2	Actin Alpha 2, Smooth Muscle	Protein Coding	P62736	61	GC10M088935	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA2	True	True	True	False	False
ACTA2-AS1	ACTA2 Antisense RNA 1	RNA Gene		25	GC10P088932	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA2-AS1	True	False	False	False	False
ACTB	Actin Beta	Protein Coding	P60709	63	GC07M005854	14.5772666931152	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTB	True	True	True	False	True
ACTBL2	Actin Beta Like 2	Protein Coding	Q562R1	42	GC05M057480	0.304524540901184	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTBL2	False	True	True	False	True
ACTC1	Actin Alpha Cardiac Muscle 1	Protein Coding	P68032	58	GC15M034790	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTC1	True	True	True	False	True
ACTG1	Actin Gamma 1	Protein Coding	P63261	60	GC17M081509	1.25747406482697	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTG1	True	True	True	False	True
ACTG1P17	Actin Gamma 1 Pseudogene 17	Pseudogene		10	GC15M082725	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTG1P17	True	True	False	False	False
ACTG1P22	Actin Gamma 1 Pseudogene 22	Pseudogene		8	GC02P057764	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTG1P22	True	True	False	False	False
ACTG1P23	Actin Gamma 1 Pseudogene 23	Pseudogene		7	GC03M175977	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTG1P23	True	False	False	False	False
ACTG2	Actin Gamma 2, Smooth Muscle	Protein Coding	P63267	56	GC02P073892	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTG2	True	False	True	False	False
ACTL11P	Actin Like 11, Pseudogene	Pseudogene		8	GC03M054941	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTL11P	True	True	False	False	False
ACTL6A	Actin Like 6A	Protein Coding	O96019	53	GC03P179562	7.16476202011108	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTL6A	True	True	False	False	False
ACTL6B	Actin Like 6B	Protein Coding	O94805	54	GC07M100643	16.5510749816895	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTL6B	True	True	False	False	False
ACTL7A	Actin Like 7A	Protein Coding	Q9Y615	47	GC09P108862	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTL7A	True	False	False	False	False
ACTN1	Actinin Alpha 1	Protein Coding	P12814	62	GC14M068874	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN1	True	True	True	False	False
ACTN2	Actinin Alpha 2	Protein Coding	P35609	60	GC01P236686	3.06450200080872	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN2	True	True	False	False	True
ACTN3	Actinin Alpha 3	Protein Coding	Q08043	52	GC11P066546	0.379151344299316	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN3	False	True	False	False	False
ACTN4	Actinin Alpha 4	Protein Coding	O43707	60	GC19P038647	1.23755085468292	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN4	True	True	False	False	False
ACTR1A	Actin Related Protein 1A	Protein Coding	P61163	48	GC10M102479	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR1A	False	True	False	False	False
ACTR2	Actin Related Protein 2	Protein Coding	P61160	54	GC02P065227	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR2	False	True	True	False	False
ACTR3	Actin Related Protein 3	Protein Coding	P61158	53	GC02P113889	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR3	False	False	True	False	False
ACTR3B	Actin Related Protein 3B	Protein Coding	Q9P1U1	50	GC07P152759	3.09602808952332	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR3B	False	True	False	False	False
ACTR5	Actin Related Protein 5	Protein Coding	Q9H9F9	43	GC20P038748	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR5	True	True	False	False	False
ACTR8	Actin Related Protein 8	Protein Coding	Q9H981	40	GC03M053858	1.21487414836884	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR8	True	True	False	False	False
ACTRT2	Actin Related Protein T2	Protein Coding	Q8TDY3	44	GC01P003021	0.397497028112411	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTRT2	False	True	False	False	False
ACVR1	Activin A Receptor Type 1	Protein Coding	Q04771	64	GC02M157736	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR1	False	True	True	False	False
ACVR1C	Activin A Receptor Type 1C	Protein Coding	Q8NER5	50	GC02M157526	0.349567353725433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR1C	False	True	False	False	False
ACVR2A	Activin A Receptor Type 2A	Protein Coding	P27037	58	GC02P147844	1.83876502513885	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR2A	True	True	False	False	False
ACVR2B	Activin A Receptor Type 2B	Protein Coding	Q13705	62	GC03P038453	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR2B	False	True	True	False	False
ACVRL1	Activin A Receptor Like Type 1	Protein Coding	P37023	63	GC12P051906	7.03312826156616	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVRL1	True	True	False	False	False
ACY1	Aminoacylase 1	Protein Coding	Q03154	57	GC03P051983	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACY1	True	True	True	False	False
ACY3	Aminoacylase 3	Protein Coding	Q96HD9	48	GC11M067642	0.379151344299316	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACY3	False	True	False	False	False
ACYP1	Acylphosphatase 1	Protein Coding	P07311	49	GC14M075053	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACYP1	True	True	True	False	False
ACYP2	Acylphosphatase 2	Protein Coding	P14621	50	GC02P053970	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACYP2	False	False	True	False	False
ADA	Adenosine Deaminase	Protein Coding	P00813	64	GC20M044620	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA	True	True	True	False	True
ADA2	Adenosine Deaminase 2	Protein Coding	Q9NZK5	54	GC22M018001	7.69039249420166	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA2	True	True	False	False	False
ADAD1	Adenosine Deaminase Domain Containing 1	Protein Coding	Q96M93	45	GC04P122378	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAD1	True	False	False	False	False
ADAM10	ADAM Metallopeptidase Domain 10	Protein Coding	O14672	67	GC15M058588	4.08882904052734	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM10	True	True	True	False	True
ADAM12	ADAM Metallopeptidase Domain 12	Protein Coding	O43184	58	GC10M126012	1.28448939323425	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM12	False	True	False	False	False
ADAM15	ADAM Metallopeptidase Domain 15	Protein Coding	Q13444	55	GC01P155050	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM15	True	False	False	False	False
ADAM15-EFNA4	ADAM15-EFNA4 Readthrough	RNA Gene		4	GC01P177496	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM15-EFNA4	True	False	False	False	False
ADAM17	ADAM Metallopeptidase Domain 17	Protein Coding	P78536	64	GC02M009488	3.98583769798279	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM17	False	True	True	False	False
ADAM19	ADAM Metallopeptidase Domain 19	Protein Coding	Q9H013	54	GC05M157395	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM19	True	True	False	False	False
ADAM20	ADAM Metallopeptidase Domain 20	Protein Coding	O43506	42	GC14M070522	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM20	True	False	False	False	False
ADAM21	ADAM Metallopeptidase Domain 21	Protein Coding	Q9UKJ8	45	GC14P070418	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM21	True	False	False	False	False
ADAM22	ADAM Metallopeptidase Domain 22	Protein Coding	Q9P0K1	54	GC07P087934	7.76745557785034	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM22	False	True	False	False	False
ADAM23	ADAM Metallopeptidase Domain 23	Protein Coding	O75077	52	GC02P206443	2.79185962677002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM23	False	True	False	False	False
ADAM28	ADAM Metallopeptidase Domain 28	Protein Coding	Q9UKQ2	52	GC08P024294	2.05753231048584	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM28	False	True	False	False	False
ADAM8	ADAM Metallopeptidase Domain 8	Protein Coding	P78325	54	GC10M133262	0.772881925106049	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM8	False	True	False	False	False
ADAM9	ADAM Metallopeptidase Domain 9	Protein Coding	Q13443	61	GC08P038996	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM9	False	True	False	False	False
ADAMTS1	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 1	Protein Coding	Q9UHI8	58	GC21M026835	7.76745557785034	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS1	True	True	False	False	False
ADAMTS10	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 10	Protein Coding	Q9H324	56	GC19M008580	7.03312826156616	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS10	True	True	False	False	False
ADAMTS12	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 12	Protein Coding	P58397	51	GC05M033524	0.233286023139954	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS12	False	False	False	False	True
ADAMTS15	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 15	Protein Coding	Q8TE58	48	GC11P130448	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS15	True	True	False	False	False
ADAMTS16	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 16	Protein Coding	Q8TE57	48	GC05P005140	1.10575127601624	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS16	False	False	True	False	False
ADAMTS17	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 17	Protein Coding	Q8TE56	51	GC15M099971	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS17	True	False	False	False	False
ADAMTS18	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 18	Protein Coding	Q8TE60	54	GC16M077316	0.433882534503937	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS18	False	True	False	False	False
ADAMTS19	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 19	Protein Coding	Q8TE59	48	GC05P129460	0.397497028112411	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS19	False	True	False	False	False
ADAMTS2	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 2	Protein Coding	O95450	55	GC05M179110	7.55231952667236	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS2	True	False	False	False	True
ADAMTS4	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 4	Protein Coding	O75173	57	GC01M161184	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS4	True	False	False	False	False
ADAMTS6	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 6	Protein Coding	Q9UKP5	49	GC05M065148	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS6	True	True	False	False	False
ADAMTS8	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 8	Protein Coding	Q9UP79	51	GC11M130404	1.21487414836884	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS8	True	True	False	False	False
ADAMTS9	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 9	Protein Coding	Q9P2N4	51	GC03M064501	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS9	False	True	False	False	False
ADAMTSL1	ADAMTS Like 1	Protein Coding	Q8N6G6	52	GC09P017906	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL1	False	False	True	False	False
ADAMTSL2	ADAMTS Like 2	Protein Coding	Q86TH1	52	GC09P153167	1.12537252902985	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL2	True	True	False	False	True
ADAMTSL4	ADAMTS Like 4	Protein Coding	Q6UY14	51	GC01P150549	1.30720019340515	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL4	True	True	False	False	False
ADAP1	ArfGAP With Dual PH Domains 1	Protein Coding	O75689	51	GC07M000897	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAP1	False	True	False	False	False
ADAP2	ArfGAP With Dual PH Domains 2	Protein Coding	Q9NPF8	48	GC17P030906	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAP2	True	False	True	False	False
ADAR	Adenosine Deaminase RNA Specific	Protein Coding	P55265	60	GC01M167413	14.5442428588867	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAR	True	True	True	False	False
ADARB1	Adenosine Deaminase RNA Specific B1	Protein Coding	P78563	58	GC21P045073	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADARB1	False	True	True	False	False
ADARB2	Adenosine Deaminase RNA Specific B2 (Inactive)	Protein Coding	Q9NS39	53	GC10M001300	2.537278175354	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADARB2	True	True	False	False	False
ADAT3	Adenosine Deaminase TRNA Specific 3	Protein Coding	Q96EY9	46	GC19P151430	7.31420087814331	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAT3	True	True	False	False	False
ADCK2	AarF Domain Containing Kinase 2	Protein Coding	Q7Z695	44	GC07P140672	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCK2	False	True	False	False	False
ADCK5	AarF Domain Containing Kinase 5	Protein Coding	Q3MIX3	45	GC08P148718	0.67959588766098	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCK5	True	True	False	False	False
ADCY1	Adenylate Cyclase 1	Protein Coding	Q08828	61	GC07P045580	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY1	True	True	True	False	False
ADCY10	Adenylate Cyclase 10	Protein Coding	Q96PN6	56	GC01M167809	3.34104585647583	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY10	False	True	True	False	True
ADCY2	Adenylate Cyclase 2	Protein Coding	Q08462	57	GC05P007396	2.45502948760986	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY2	True	True	False	False	False
ADCY3	Adenylate Cyclase 3	Protein Coding	O60266	60	GC02M024819	2.45502948760986	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY3	False	True	False	False	False
ADCY4	Adenylate Cyclase 4	Protein Coding	Q8NFM4	52	GC14M024318	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY4	False	True	False	False	False
ADCY5	Adenylate Cyclase 5	Protein Coding	O95622	61	GC03M123282	15.3091583251953	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY5	True	True	True	False	True
ADCY6	Adenylate Cyclase 6	Protein Coding	O43306	60	GC12M048766	0.87804388999939	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY6	True	True	False	False	False
ADCY8	Adenylate Cyclase 8	Protein Coding	P40145	57	GC08M130780	2.93557620048523	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY8	False	True	False	False	False
ADCY9	Adenylate Cyclase 9	Protein Coding	O60503	56	GC16M003953	0.540840268135071	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY9	True	True	False	False	False
ADCYAP1	Adenylate Cyclase Activating Polypeptide 1	Protein Coding	P18509	55	GC18P000895	4.20236349105835	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCYAP1	False	True	True	False	True
ADCYAP1R1	ADCYAP Receptor Type I	Protein Coding	P41586	57	GC07P031058	2.88493871688843	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCYAP1R1	True	True	False	False	False
ADD1	Adducin 1	Protein Coding	P35611	58	GC04P029564	2.15061140060425	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADD1	False	True	False	False	False
ADD2	Adducin 2	Protein Coding	P35612	53	GC02M070626	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADD2	False	True	True	False	True
ADD3	Adducin 3	Protein Coding	Q9UEY8	55	GC10P109996	8.41523551940918	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADD3	False	True	False	False	False
ADGRA1	Adhesion G Protein-Coupled Receptor A1	Protein Coding	Q86SQ6	45	GC10P133087	0.772881925106049	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRA1	False	True	False	False	False
ADGRA1-AS1	ADGRA1 Antisense RNA 1	RNA Gene		14	GC10M133083	0.772881925106049	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRA1-AS1	False	True	False	False	False
ADGRA2	Adhesion G Protein-Coupled Receptor A2	Protein Coding	Q96PE1	47	GC08P044752	1.00696969032288	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRA2	True	True	False	False	False
ADGRA3	Adhesion G Protein-Coupled Receptor A3	Protein Coding	Q8IWK6	48	GC04M022345	0.423054456710815	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRA3	False	False	False	False	True
ADGRB1	Adhesion G Protein-Coupled Receptor B1	Protein Coding	O14514	50	GC08P142449	2.53807926177979	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRB1	True	True	False	False	False
ADGRB2	Adhesion G Protein-Coupled Receptor B2	Protein Coding	O60241	51	GC01M031727	2.64206457138062	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRB2	True	True	False	False	False
ADGRB3	Adhesion G Protein-Coupled Receptor B3	Protein Coding	O60242	51	GC06P068635	2.79185962677002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRB3	False	True	False	False	False
ADGRE2	Adhesion G Protein-Coupled Receptor E2	Protein Coding	Q9UHX3	53	GC19M108276	1.10575127601624	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRE2	False	False	True	False	False
ADGRE3	Adhesion G Protein-Coupled Receptor E3	Protein Coding	Q9BY15	41	GC19M108273	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRE3	True	True	False	False	False
